Symbol,ftp_nasdaqtrader,nasdaq_screener_api,nasdaq_traded_list,nasdaq_listed_list,yahoo_nasdaq_tickers
HWBK,1,1,1,1,0
HWC,1,1,1,1,0
HWCPZ,1,1,1,1,0
HWH,1,1,1,1,0
HWKN,1,1,1,1,0
HWM,1,0,1,0,0
HWM$,1,0,1,0,0
HXL,1,0,1,0,0
HY,1,0,1,0,0
HYAC,1,0,1,0,0
HYB,1,0,1,0,0
HYBB,1,0,1,0,0
HYBI,1,0,1,1,0
HYBL,1,0,1,0,0
HYBX,1,0,1,0,0
HYD,1,0,1,0,0
HYDB,1,0,1,0,0
HYDR,1,0,1,1,0
HYDW,1,0,1,0,0
HYEM,1,0,1,0,0
HYFI,1,0,1,0,0
HYFM,1,1,1,1,0
HYG,1,0,1,0,0
HYGH,1,0,1,0,0
HYGI,1,0,1,0,0
HYGV,1,0,1,0,0
HYGW,1,0,1,0,0
HYHG,1,0,1,0,0
HYI,1,0,1,0,0
HYIN,1,0,1,0,0
HYKE,1,0,1,0,0
HYLB,1,0,1,0,0
HYLG,1,0,1,0,0
HYLN,1,0,1,0,0
HYLS,1,0,1,1,0
HYMB,1,0,1,0,0
HYMC,1,1,1,1,0
HYMCL,1,1,1,1,0
HYMCW,1,1,1,1,0
HYMU,1,0,1,0,0
HYPR,1,1,1,1,0
HYRM,1,0,1,0,0
HYS,1,0,1,0,0
HYSA,1,0,1,0,0
HYSD,1,0,1,0,0
HYT,1,0,1,0,0
HYTR,1,0,1,0,0
HYUP,1,0,1,0,0
HYXF,1,0,1,1,0
HYXU,1,0,1,0,0
HYZD,1,0,1,1,0
HYZN,1,1,1,1,0
HYZNW,1,1,1,1,0
HZO,1,0,1,0,0
IAC,1,1,1,1,0
IAE,1,0,1,0,0
IAF,1,0,1,0,0
IAG,1,0,1,0,0
IAGG,1,0,1,0,0
IAI,1,0,1,0,0
IAK,1,0,1,0,0
IAPR,1,0,1,0,0
IART,1,1,1,1,0
IAS,1,1,1,1,0
IAT,1,0,1,0,0
IAU,1,0,1,0,0
IAUG,1,0,1,0,0
IAUM,1,0,1,0,0
IAUX,1,0,1,0,0
IBAC,1,1,1,1,0
IBACR,1,1,1,1,0
IBAT,1,0,1,1,0
IBB,1,0,1,1,0
IBBQ,1,0,1,1,0
IBCP,1,1,1,1,0
IBD,1,0,1,0,0
IBDQ,1,0,1,0,0
IBDR,1,0,1,0,0
IBDS,1,0,1,0,0
IBDT,1,0,1,0,0
IBDU,1,0,1,0,0
IBDV,1,0,1,0,0
IBDW,1,0,1,0,0
IBDX,1,0,1,0,0
IBDY,1,0,1,0,0
IBDZ,1,0,1,0,0
IBEX,1,1,1,1,0
IBG,1,1,1,1,0
IBGA,1,0,1,1,0
IBGK,1,0,1,1,0
IBHE,1,0,1,0,0
IBHF,1,0,1,0,0
IBHG,1,0,1,0,0
IBHH,1,0,1,0,0
IBHI,1,0,1,0,0
IBHJ,1,0,1,0,0
IBHK,1,0,1,0,0
IBIB,1,0,1,0,0
IBIC,1,0,1,0,0
IBID,1,0,1,0,0
IBIE,1,0,1,0,0
IBIF,1,0,1,0,0
IBIG,1,0,1,0,0
IBIH,1,0,1,0,0
IBII,1,0,1,0,0
IBIJ,1,0,1,0,0
IBIK,1,0,1,0,0
IBIO,1,0,1,0,0
IBIT,1,0,1,1,0
IBKR,1,1,1,1,0
IBLC,1,0,1,0,0
IBM,1,0,1,0,0
IBMN,1,0,1,0,0
IBMO,1,0,1,0,0
IBMP,1,0,1,0,0
IBMQ,1,0,1,0,0
IBMR,1,0,1,0,0
IBMS,1,0,1,0,0
IBN,1,0,1,0,0
IBND,1,0,1,0,0
IBO,1,0,1,0,0
IBOC,1,1,1,1,0
IBOT,1,0,1,1,0
IBP,1,0,1,0,0
IBRN,1,0,1,0,0
IBRX,1,1,1,1,0
IBTA,1,0,1,0,0
IBTF,1,0,1,1,0
IBTG,1,0,1,1,0
IBTH,1,0,1,1,0
IBTI,1,0,1,1,0
IBTJ,1,0,1,1,0
IBTK,1,0,1,1,0
IBTL,1,0,1,1,0
IBTM,1,0,1,1,0
IBTO,1,0,1,1,0
IBTP,1,0,1,1,0
IBUF,1,0,1,0,0
IBUY,1,0,1,0,0
ICAD,1,1,1,1,0
ICAP,1,0,1,0,0
ICCC,1,1,1,1,0
ICCH,1,1,1,1,0
ICCM,1,1,1,1,0
ICCT,1,1,1,1,0
ICE,1,0,1,0,0
ICF,1,0,1,0,0
ICFI,1,1,1,1,0
ICG,1,1,1,1,0
ICHR,1,1,1,1,0
ICL,1,0,1,0,0
ICLK,1,1,1,1,0
ICLN,1,0,1,1,0
ICLO,1,0,1,0,0
ICLR,1,1,1,1,0
ICMB,1,1,1,1,0
ICON,1,1,1,1,0
ICOP,1,0,1,1,0
ICOW,1,0,1,0,0
ICR$A,1,0,1,0,0
ICSH,1,0,1,0,0
ICU,1,1,1,1,0
ICUCW,1,1,1,1,0
ICUI,1,1,1,1,0
ICVT,1,0,1,0,0
IDA,1,0,1,0,0
IDAI,1,1,1,1,0
IDAT,1,0,1,0,0
IDCC,1,1,1,1,0
IDE,1,0,1,0,0
IDEC,1,0,1,0,0
IDEV,1,0,1,0,0
IDGT,1,0,1,0,0
IDHQ,1,0,1,0,0
IDLV,1,0,1,0,0
IDMO,1,0,1,0,0
IDN,1,1,1,1,0
IDNA,1,0,1,0,0
IDOG,1,0,1,0,0
IDR,1,0,1,0,0
IDRV,1,0,1,0,0
IDT,1,0,1,0,0
IDU,1,0,1,0,0
IDUB,1,0,1,0,0
IDV,1,0,1,0,0
IDVO,1,0,1,0,0
IDVZ,1,0,1,0,0
IDX,1,0,1,0,0
IDXX,1,1,1,1,0
IDYA,1,1,1,1,0
IE,1,0,1,0,0
IEDI,1,0,1,0,0
IEF,1,0,1,1,0
IEFA,1,0,1,0,0
IEI,1,0,1,1,0
IEMG,1,0,1,0,0
IEO,1,0,1,0,0
IEP,1,1,1,1,0
IESC,1,1,1,1,0
IETC,1,0,1,0,0
IEUR,1,0,1,0,0
IEUS,1,0,1,1,0
IEV,1,0,1,0,0
IEX,1,0,1,0,0
IEZ,1,0,1,0,0
IFBD,1,1,1,1,0
IFEB,1,0,1,0,0
IFED,1,0,1,0,0
IFF,1,0,1,0,0
IFGL,1,0,1,1,0
IFN,1,0,1,0,0
IFRA,1,0,1,0,0
IFRX,1,1,1,1,0
IFS,1,0,1,0,0
IFV,1,0,1,1,0
IG,1,0,1,0,0
IGA,1,0,1,0,0
IGBH,1,0,1,0,0
IGC,1,0,1,0,0
IGCB,1,0,1,0,0
IGD,1,0,1,0,0
IGE,1,0,1,0,0
IGEB,1,0,1,0,0
IGF,1,0,1,1,0
IGHG,1,0,1,0,0
IGI,1,0,1,0,0
IGIB,1,0,1,1,0
IGIC,1,1,1,1,0
IGLB,1,0,1,0,0
IGLD,1,0,1,0,0
IGM,1,0,1,0,0
IGMS,1,1,1,1,0
IGOV,1,0,1,1,0
IGPT,1,0,1,0,0
IGR,1,0,1,0,0
IGRO,1,0,1,0,0
IGSB,1,0,1,1,0
IGT,1,0,1,0,0
IGTR,1,0,1,0,0
IGV,1,0,1,0,0
IGZ,1,0,1,0,0
IH,1,0,1,0,0
IHAK,1,0,1,0,0
IHD,1,0,1,0,0
IHDG,1,0,1,0,0
IHE,1,0,1,0,0
IHF,1,0,1,0,0
IHG,1,0,1,0,0
IHI,1,0,1,0,0
IHRT,1,1,1,1,0
IHS,1,0,1,0,0
IHT,1,0,1,0,0
IHY,1,0,1,0,0
IHYF,1,0,1,1,0
IIF,1,0,1,0,0
IIGD,1,0,1,0,0
III,1,1,1,1,0
IIIN,1,0,1,0,0
IIIV,1,1,1,1,0
IIM,1,0,1,0,0
IINN,1,1,1,1,0
IINNW,1,1,1,1,0
IIPR,1,0,1,0,0
IJAN,1,0,1,0,0
IJH,1,0,1,0,0
IJJ,1,0,1,0,0
IJK,1,0,1,0,0
IJR,1,0,1,0,0
IJS,1,0,1,0,0
IJT,1,0,1,1,0
IJUL,1,0,1,0,0
IJUN,1,0,1,0,0
IKNA,1,1,1,1,0
IKT,1,1,1,1,0
ILAG,1,1,1,1,0
ILCB,1,0,1,0,0
ILCG,1,0,1,0,0
ILCV,1,0,1,0,0
ILDR,1,0,1,0,0
ILF,1,0,1,0,0
ILIT,1,0,1,1,0
ILLR,1,1,1,1,0
ILLRW,1,1,1,1,0
ILMN,1,1,1,1,0
ILOW,1,0,1,0,0
ILPT,1,1,1,1,0
ILTB,1,0,1,0,0
IMAB,1,1,1,1,0
IMAR,1,0,1,0,0
IMAX,1,0,1,0,0
IMAY,1,0,1,0,0
IMCB,1,0,1,0,0
IMCC,1,1,1,1,0
IMCG,1,0,1,0,0
IMCR,1,1,1,1,0
IMCV,1,0,1,1,0
IMFL,1,0,1,0,0
IMG,1,1,1,1,0
IMKTA,1,1,1,1,0
IMMP,1,1,1,1,0
IMMR,1,1,1,1,0
IMMX,1,1,1,1,0
IMNM,1,1,1,1,0
IMNN,1,1,1,1,0
IMO,1,0,1,0,0
IMOM,1,0,1,1,0
IMOS,1,1,1,1,0
IMPP,1,1,1,1,0
IMPPP,1,1,1,1,0
IMRN,1,1,1,1,0
IMRX,1,1,1,1,0
IMSI,1,0,1,0,0
IMTB,1,0,1,0,0
IMTE,1,1,1,1,0
IMTM,1,0,1,0,0
IMTX,1,1,1,1,0
IMTXW,1,1,1,1,0
IMUX,1,1,1,1,0
IMVT,1,1,1,1,0
IMXI,1,1,1,1,0
INAB,1,1,1,1,0
INBK,1,1,1,1,0
INBKZ,1,1,1,1,0
INBS,1,1,1,1,0
INBX,1,1,1,1,0
INCE,1,0,1,0,0
INCM,1,0,1,0,0
INCO,1,0,1,0,0
INCR,1,1,1,1,0
INCY,1,1,1,1,0
INDA,1,0,1,0,0
INDB,1,1,1,1,0
INDE,1,0,1,0,0
INDF,1,0,1,0,0
INDH,1,0,1,1,0
INDI,1,1,1,1,0
INDL,1,0,1,0,0
INDO,1,0,1,0,0
INDP,1,1,1,1,0
INDS,1,0,1,0,0
INDV,1,1,1,1,0
INDY,1,0,1,1,0
INEQ,1,0,1,0,0
INFA,1,0,1,0,0
INFL,1,0,1,0,0
INFN,1,1,1,1,0
INFO,1,0,1,0,0
INFR,1,0,1,1,0
INFU,1,0,1,0,0
INFY,1,0,1,0,0
ING,1,0,1,0,0
INGM,1,0,1,0,0
INGN,1,1,1,1,0
INGR,1,0,1,0,0
INHD,1,1,1,1,0
INKM,1,0,1,0,0
INKT,1,1,1,1,0
INLF,1,1,1,1,0
INLX,1,0,1,0,0
INM,1,1,1,1,0
INMB,1,1,1,1,0
INMD,1,1,1,1,0
INMU,1,0,1,0,0
INN,1,0,1,0,0
INN$E,1,0,1,0,0
INN$F,1,0,1,0,0
INNV,1,1,1,1,0
INO,1,1,1,1,0
INOD,1,1,1,1,0
INOV,1,0,1,0,0
INQQ,1,0,1,0,0
INRO,1,0,1,1,0
INSE,1,1,1,1,0
INSG,1,1,1,1,0
INSI,1,0,1,0,0
INSM,1,1,1,1,0
INSP,1,0,1,0,0
INSW,1,0,1,0,0
INTA,1,1,1,1,0
INTC,1,1,1,1,0
INTF,1,0,1,0,0
INTG,1,1,1,1,0
INTJ,1,1,1,1,0
INTL,1,0,1,0,0
INTR,1,1,1,1,0
INTS,1,1,1,1,0
INTT,1,0,1,0,0
INTU,1,1,1,1,0
INTZ,1,1,1,1,0
INUV,1,0,1,0,0
INV,1,1,1,1,0
INVA,1,1,1,1,0
INVE,1,1,1,1,0
INVH,1,0,1,0,0
INVN,1,0,1,0,0
INVX,1,0,1,0,0
INVZ,1,1,1,1,0
INVZW,1,1,1,1,0
INZY,1,1,1,1,0
IOBT,1,1,1,1,0
IOCT,1,0,1,0,0
ION,1,0,1,0,0
IONQ,1,0,1,0,0
IONR,1,1,1,1,0
IONS,1,1,1,1,0
IOO,1,0,1,0,0
IOPP,1,0,1,0,0
IOR,1,0,1,0,0
IOSP,1,1,1,1,0
IOT,1,0,1,0,0
IOVA,1,1,1,1,0
IP,1,0,1,0,0
IPA,1,1,1,1,0
IPAC,1,0,1,0,0
IPAR,1,1,1,1,0
IPAV,1,0,1,0,0
IPAY,1,0,1,0,0
IPB,1,0,1,0,0
IPDN,1,1,1,1,0
IPDP,1,0,1,0,0
IPG,1,0,1,0,0
IPGP,1,1,1,1,0
IPHA,1,1,1,1,0
IPI,1,0,1,0,0
IPKW,1,0,1,1,0
IPM,1,1,1,1,0
IPO,1,0,1,0,0
IPOS,1,0,1,0,0
IPPP,1,0,1,0,0
IPSC,1,1,1,1,0
IPW,1,1,1,1,0
IPWR,1,1,1,1,0
IPX,1,1,1,1,0
IPXX,1,1,1,1,0
IPXXU,1,0,1,1,0
IPXXW,1,1,1,1,0
IQ,1,1,1,1,0
IQDF,1,0,1,0,0
IQDG,1,0,1,0,0
IQDY,1,0,1,0,0
IQHI,1,0,1,0,0
IQI,1,0,1,0,0
IQLT,1,0,1,0,0
IQM,1,0,1,0,0
IQQQ,1,0,1,1,0
IQRA,1,0,1,0,0
IQSI,1,0,1,0,0
IQSM,1,0,1,0,0
IQSU,1,0,1,0,0
IQV,1,0,1,0,0
IR,1,0,1,0,0
IRBT,1,1,1,1,0
IRD,1,1,1,1,0
IRDM,1,1,1,1,0
IREN,1,1,1,1,0
IRET,1,0,1,0,0
IRIX,1,1,1,1,0
IRM,1,0,1,0,0
IRMD,1,1,1,1,0
IROH,1,1,1,1,0
IROHR,1,1,1,1,0
IROHU,1,0,1,1,0
IROHW,1,1,1,1,0
IRON,1,1,1,1,0
IROQ,1,1,1,1,0
IRS,1,0,1,0,0
IRS.W,1,0,1,0,0
IRT,1,0,1,0,0
IRTC,1,1,1,1,0
IRTR,1,0,1,0,0
IRVH,1,0,1,0,0
IRWD,1,1,1,1,0
ISCB,1,0,1,0,0
ISCF,1,0,1,0,0
ISCG,1,0,1,0,0
ISCV,1,0,1,0,0
ISD,1,0,1,0,0
ISDB,1,0,1,0,0
ISDR,1,0,1,0,0
ISEP,1,0,1,0,0
ISHG,1,0,1,1,0
ISHP,1,0,1,1,0
ISMD,1,0,1,0,0
ISPC,1,1,1,1,0
ISPO,1,1,1,1,0
ISPOW,1,1,1,1,0
ISPR,1,1,1,1,0
ISPY,1,0,1,0,0
ISRA,1,0,1,0,0
ISRG,1,1,1,1,0
ISRL,1,1,1,1,0
ISRLU,1,1,1,1,0
ISRLW,1,1,1,1,0
ISSC,1,1,1,1,0
ISTB,1,0,1,1,0
ISTR,1,1,1,1,0
ISVL,1,0,1,0,0
ISWN,1,0,1,0,0
IT,1,0,1,0,0
ITA,1,0,1,0,0
ITAN,1,0,1,0,0
ITB,1,0,1,0,0
ITCI,1,1,1,1,0
ITDB,1,0,1,0,0
ITDC,1,0,1,0,0
ITDD,1,0,1,0,0
ITDE,1,0,1,0,0
ITDF,1,0,1,0,0
ITDG,1,0,1,0,0
ITDH,1,0,1,0,0
ITDI,1,0,1,0,0
ITDJ,1,0,1,0,0
ITEQ,1,0,1,0,0
ITGR,1,0,1,0,0
ITIC,1,1,1,1,0
ITM,1,0,1,0,0
ITOS,1,1,1,1,0
ITOT,1,0,1,0,0
ITP,1,0,1,0,0
ITRG,1,0,1,0,0
ITRI,1,1,1,1,0
ITRM,1,1,1,1,0
ITRN,1,1,1,1,0
ITT,1,0,1,0,0
ITUB,1,0,1,0,0
ITW,1,0,1,0,0
ITWO,1,0,1,0,0
IUS,1,0,1,1,0
IUSB,1,0,1,1,0
IUSG,1,0,1,1,0
IUSV,1,0,1,1,0
IVA,1,1,1,1,0
IVAC,1,1,1,1,0
IVAL,1,0,1,1,0
IVCA,1,1,1,1,0
IVCAU,1,0,1,1,0
IVCAW,1,1,1,1,0
IVDA,1,1,1,1,0
IVDAW,1,1,1,1,0
IVE,1,0,1,0,0
IVEG,1,0,1,1,0
IVLU,1,0,1,0,0
IVOG,1,0,1,0,0
IVOL,1,0,1,0,0
IVOO,1,0,1,0,0
IVOV,1,0,1,0,0
IVP,1,1,1,1,0
IVR,1,0,1,0,0
IVR$C,1,0,1,0,0
IVRA,1,0,1,0,0
IVRS,1,0,1,0,0
IVT,1,0,1,0,0
IVV,1,0,1,0,0
IVVB,1,0,1,0,0
IVVD,1,1,1,1,0
IVVM,1,0,1,0,0
IVVW,1,0,1,0,0
IVW,1,0,1,0,0
IVZ,1,0,1,0,0
IWB,1,0,1,0,0
IWC,1,0,1,0,0
IWD,1,0,1,0,0
IWDL,1,0,1,0,0
IWF,1,0,1,0,0
IWFG,1,0,1,0,0
IWFL,1,0,1,0,0
IWL,1,0,1,0,0
IWLG,1,0,1,0,0
IWM,1,0,1,0,0
IWMI,1,0,1,0,0
IWML,1,0,1,0,0
IWMW,1,0,1,0,0
IWMY,1,0,1,0,0
IWN,1,0,1,0,0
IWO,1,0,1,0,0
IWP,1,0,1,0,0
IWR,1,0,1,0,0
IWS,1,0,1,0,0
IWTR,1,0,1,1,0
IWV,1,0,1,0,0
IWX,1,0,1,0,0
IWY,1,0,1,0,0
IX,1,0,1,0,0
IXC,1,0,1,0,0
IXG,1,0,1,0,0
IXHL,1,1,1,1,0
IXJ,1,0,1,0,0
IXN,1,0,1,0,0
IXP,1,0,1,0,0
IXUS,1,0,1,1,0
IYC,1,0,1,0,0
IYE,1,0,1,0,0
IYF,1,0,1,0,0
IYG,1,0,1,0,0
IYH,1,0,1,0,0
IYJ,1,0,1,0,0
IYK,1,0,1,0,0
IYLD,1,0,1,0,0
IYM,1,0,1,0,0
IYR,1,0,1,0,0
IYRI,1,0,1,0,0
IYT,1,0,1,0,0
IYW,1,0,1,0,0
IYY,1,0,1,0,0
IYZ,1,0,1,0,0
IZEA,1,1,1,1,0
IZM,1,1,1,1,0
IZRL,1,0,1,0,0
IZTC,1,1,1,1,0
J,1,0,1,0,0
JAAA,1,0,1,0,0
JACK,1,1,1,1,0
JADE,1,0,1,0,0
JAGX,1,1,1,1,0
JAJL,1,0,1,0,0
JAKK,1,1,1,1,0
JAMF,1,1,1,1,0
JANH,1,0,1,0,0
JANJ,1,0,1,0,0
JANM,1,0,1,0,0
JANP,1,0,1,0,0
JANT,1,0,1,0,0
JANU,1,0,1,0,0
JANW,1,0,1,0,0
JANX,1,1,1,1,0
JANZ,1,0,1,0,0
JAVA,1,0,1,0,0
JAZZ,1,1,1,1,0
JBBB,1,0,1,0,0
JBDI,1,1,1,1,0
JBGS,1,0,1,0,0
JBHT,1,1,1,1,0
JBI,1,0,1,0,0
JBK,1,0,1,0,0
JBL,1,0,1,0,0
JBLU,1,1,1,1,0
JBND,1,0,1,0,0
JBSS,1,1,1,1,0
JBTM,1,0,1,0,0
JCE,1,0,1,0,0
JCHI,1,0,1,0,0
JCI,1,0,1,0,0
JCPB,1,0,1,0,0
JCPI,1,0,1,0,0
JCSE,1,1,1,1,0
JCTC,1,1,1,1,0
JCTR,1,0,1,0,0
JD,1,1,1,1,0
JDIV,1,0,1,0,0
JDOC,1,0,1,1,0
JDST,1,0,1,0,0
JDVI,1,0,1,0,0
JDZG,1,1,1,1,0
JEF,1,0,1,0,0
JELD,1,0,1,0,0
JEMA,1,0,1,0,0
JEMB,1,0,1,0,0
JEPI,1,0,1,0,0
JEPQ,1,0,1,1,0
JEQ,1,0,1,0,0
JETD,1,0,1,0,0
JETS,1,0,1,0,0
JETU,1,0,1,0,0
JFBR,1,1,1,1,0
JFBRW,1,1,1,1,0
JFIN,1,1,1,1,0
JFR,1,0,1,0,0
JFR.R,1,0,1,0,0
JFU,1,1,1,1,0
JG,1,1,1,1,0
JGH,1,0,1,0,0
JGLO,1,0,1,1,0
JGRO,1,0,1,0,0
JGRW,1,0,1,0,0
JHAC,1,0,1,0,0
JHCB,1,0,1,0,0
JHCP,1,0,1,0,0
JHCR,1,0,1,0,0
JHDV,1,0,1,0,0
JHEM,1,0,1,0,0
JHG,1,0,1,0,0
JHHY,1,0,1,0,0
JHI,1,0,1,0,0
JHID,1,0,1,0,0
JHMB,1,0,1,0,0
JHMD,1,0,1,0,0
JHML,1,0,1,0,0
JHMM,1,0,1,0,0
JHMU,1,0,1,0,0
JHPI,1,0,1,0,0
JHS,1,0,1,0,0
JHSC,1,0,1,0,0
JHX,1,0,1,0,0
JIG,1,0,1,0,0
JIII,1,0,1,0,0
JILL,1,0,1,0,0
JIRE,1,0,1,0,0
JIVE,1,0,1,1,0
JJSF,1,1,1,1,0
JKHY,1,1,1,1,0
JKS,1,0,1,0,0
JL,1,1,1,1,0
JLL,1,0,1,0,0
JLQD,1,0,1,0,0
JLS,1,0,1,0,0
JMBS,1,0,1,0,0
JMEE,1,0,1,0,0
JMHI,1,0,1,0,0
JMIA,1,0,1,0,0
JMID,1,0,1,1,0
JMM,1,0,1,0,0
JMOM,1,0,1,0,0
JMSB,1,1,1,1,0
JMSI,1,0,1,0,0
JMST,1,0,1,0,0
JMUB,1,0,1,0,0
JNEU,1,0,1,0,0
JNJ,1,0,1,0,0
JNK,1,0,1,0,0
JNPR,1,0,1,0,0
JNUG,1,0,1,0,0
JNVR,1,1,1,1,0
JOB,1,0,1,0,0
JOBY,1,0,1,0,0
JOE,1,0,1,0,0
JOET,1,0,1,0,0
JOF,1,0,1,0,0
JOJO,1,0,1,0,0
JOUT,1,1,1,1,0
JPAN,1,0,1,0,0
JPC,1,0,1,0,0
JPEF,1,0,1,1,0
JPEM,1,0,1,0,0
JPI,1,0,1,0,0
JPIB,1,0,1,0,0
JPIE,1,0,1,0,0
JPIN,1,0,1,0,0
JPLD,1,0,1,0,0
JPM,1,0,1,0,0
JPM$C,1,0,1,0,0
JPM$D,1,0,1,0,0
JPM$J,1,0,1,0,0
JPM$K,1,0,1,0,0
JPM$L,1,0,1,0,0
JPM$M,1,0,1,0,0
JPMB,1,0,1,0,0
JPME,1,0,1,0,0
JPMO,1,0,1,0,0
JPRE,1,0,1,0,0
JPSE,1,0,1,0,0
JPST,1,0,1,0,0
JPSV,1,0,1,0,0
JPUS,1,0,1,0,0
JPXN,1,0,1,0,0
JQC,1,0,1,0,0
JQUA,1,0,1,0,0
JRE,1,0,1,0,0
JRI,1,0,1,0,0
JRS,1,0,1,0,0
JRSH,1,1,1,1,0
JRVR,1,1,1,1,0
JSCP,1,0,1,0,0
JSI,1,0,1,0,0
JSM,1,1,1,1,0
JSMD,1,0,1,1,0
JSML,1,0,1,1,0
JSPR,1,1,1,1,0
JSPRW,1,1,1,1,0
JSTC,1,0,1,0,0
JTAI,1,1,1,1,0
JTEK,1,0,1,1,0
JUCY,1,0,1,0,0
JULD,1,0,1,0,0
JULH,1,0,1,0,0
JULJ,1,0,1,0,0
JULM,1,0,1,0,0
JULP,1,0,1,0,0
JULQ,1,0,1,0,0
JULT,1,0,1,0,0
JULU,1,0,1,0,0
JULW,1,0,1,0,0
JULZ,1,0,1,0,0
JUNE,1,1,1,1,0
JUNM,1,0,1,0,0
JUNP,1,0,1,0,0
JUNS,1,1,1,1,0
JUNT,1,0,1,0,0
JUNW,1,0,1,0,0
JUNZ,1,0,1,0,0
JUST,1,0,1,0,0
JVA,1,1,1,1,0
JVAL,1,0,1,0,0
JVSA,1,1,1,1,0
JVSAR,1,1,1,1,0
JVSAU,1,0,1,1,0
JWEL,1,1,1,1,0
JWN,1,0,1,0,0
JXG,1,1,1,1,0
JXI,1,0,1,0,0
JXN,1,0,1,0,0
JXN$A,1,0,1,0,0
JYD,1,1,1,1,0
JYNT,1,1,1,1,0
JZ,1,1,1,1,0
JZXN,1,1,1,1,0
K,1,0,1,0,0
KAI,1,0,1,0,0
KALA,1,1,1,1,0
KALL,1,0,1,0,0
KALU,1,1,1,1,0
KALV,1,1,1,1,0
KAPA,1,0,1,0,0
KAPR,1,0,1,0,0
KAR,1,0,1,0,0
KARO,1,1,1,1,0
KARS,1,0,1,0,0
KAUG,1,0,1,0,0
KAVL,1,1,1,1,0
KB,1,0,1,0,0
KBA,1,0,1,0,0
KBDC,1,0,1,0,0
KBE,1,0,1,0,0
KBH,1,0,1,0,0
KBR,1,0,1,0,0
KBSX,1,1,1,1,0
KBUF,1,0,1,0,0
KBWB,1,0,1,1,0
KBWD,1,0,1,1,0
KBWP,1,0,1,1,0
KBWR,1,0,1,1,0
KBWY,1,0,1,1,0
KC,1,1,1,1,0
KCAI,1,0,1,0,0
KCCA,1,0,1,0,0
KCE,1,0,1,0,0
KCSH,1,0,1,0,0
KD,1,0,1,0,0
KDEC,1,0,1,0,0
KDLY,1,1,1,1,0
KDLYW,1,1,1,1,0
KDP,1,1,1,1,0
KDRN,1,0,1,0,0
KE,1,1,1,1,0
KEAT,1,0,1,1,0
KELYA,1,1,1,1,0
KELYB,1,1,1,1,0
KEM,1,0,1,0,0
KEMQ,1,0,1,0,0
KEMX,1,0,1,0,0
KEN,1,0,1,0,0
KEP,1,0,1,0,0
KEQU,1,1,1,1,0
KEUA,1,0,1,0,0
KEX,1,0,1,0,0
KEY,1,0,1,0,0
KEY$I,1,0,1,0,0
KEY$J,1,0,1,0,0
KEY$K,1,0,1,0,0
KEY$L,1,0,1,0,0
KEYS,1,0,1,0,0
KF,1,0,1,0,0
KFFB,1,1,1,1,0
KFRC,1,0,1,0,0
KFS,1,0,1,0,0
KFY,1,0,1,0,0
KGC,1,0,1,0,0
KGEI,1,1,1,1,0
KGRN,1,0,1,0,0
KGS,1,0,1,0,0
KHC,1,1,1,1,0
KHPI,1,0,1,0,0
KHYB,1,0,1,0,0
KIDS,1,1,1,1,0
KIE,1,0,1,0,0
KIM,1,0,1,0,0
KIM$L,1,0,1,0,0
KIM$M,1,0,1,0,0
KIM$N,1,0,1,0,0
KIND,1,0,1,0,0
KINS,1,1,1,1,0
KIO,1,0,1,0,0
KIRK,1,1,1,1,0
KITT,1,1,1,1,0
KITTW,1,1,1,1,0
KJAN,1,0,1,0,0
KJUL,1,0,1,0,0
KJUN,1,0,1,0,0
KKR,1,0,1,0,0
KKRS,1,0,1,0,0
KLAC,1,1,1,1,0
KLC,1,0,1,0,0
KLG,1,0,1,0,0
KLIC,1,1,1,1,0
KLIP,1,0,1,0,0
KLMN,1,0,1,0,0
KLMT,1,0,1,0,0
KLTO,1,1,1,1,0
KLTOW,1,1,1,1,0
KLTR,1,1,1,1,0
KLXE,1,1,1,1,0
KLXY,1,0,1,0,0
KMB,1,0,1,0,0
KMDA,1,1,1,1,0
KMI,1,0,1,0,0
KMID,1,0,1,0,0
KMLM,1,0,1,0,0
KMPB,1,0,1,0,0
KMPR,1,0,1,0,0
KMT,1,0,1,0,0
KMX,1,0,1,0,0
KN,1,0,1,0,0
KNCT,1,0,1,0,0
KNDI,1,1,1,1,0
KNF,1,0,1,0,0
KNG,1,0,1,0,0
KNGZ,1,0,1,1,0
KNO,1,0,1,0,0
KNOP,1,0,1,0,0
KNOV,1,0,1,0,0
KNOW,1,0,1,0,0
KNSA,1,1,1,1,0
KNSL,1,0,1,0,0
KNTK,1,0,1,0,0
KNW,1,0,1,0,0
KNX,1,0,1,0,0
KO,1,0,1,0,0
KOCG,1,0,1,0,0
KOCT,1,0,1,0,0
KOD,1,1,1,1,0
KODK,1,0,1,0,0
KOF,1,0,1,0,0
KOKU,1,0,1,0,0
KOLD,1,0,1,0,0
KOMP,1,0,1,0,0
KONG,1,0,1,0,0
KOOL,1,0,1,0,0
KOP,1,0,1,0,0
KOPN,1,1,1,1,0
KORE,1,0,1,0,0
KORP,1,0,1,0,0
KORU,1,0,1,0,0
KOS,1,0,1,0,0
KOSS,1,1,1,1,0
KPLT,1,1,1,1,0
KPLTW,1,1,1,1,0
KPOP,1,0,1,0,0
KPRO,1,0,1,0,0
KPRX,1,1,1,1,0
KPTI,1,1,1,1,0
KQQQ,1,0,1,1,0
KR,1,0,1,0,0
